,title,view,upload_date,like,description
499,Breaking the Stereotype | Tier3 College Student with 6 Big Offers,1.9K views,3 years ago,Videos,"Juvairiya Fathima, currently pursuing B.tech in computer science from RLJIT college shared her success story with GeeksforGeeks. Her dedication and hard work was the driving wheel behind getting placed in some of the well-known tech giants including Microsoft. She is working as"
500,How to Implement Dark and Light Mode in Flutter Application? | GeeksforGeeks,8.3K views,3 years ago,About,"In this video, we're going to discuss how to implement Dark and Light Mode in Flutter Application in Android Studio. As we all can see, nowadays almost all mobile applications provide the option of using the dark and light theme, for example, Instagram, Whatsapp, Youtube, etc for the ease"
501,Job-A-Thon | Hiring Challenge By GeeksforGeeks,4.6K views,3 years ago,About,"Applying for top-notch companies just became easier!
GeeksforGeeks brings you an opportunity to showcase your knowledge and get placed, all through a single contest."
502,What is Image Processing in Computer Graphics? | GeeksforGeeks,22K views,3 years ago,Videos,"In this video, we're going to discuss what is Image Processing in Computer Graphics. In simple words, Image Processing means capturing an image and that image is going to be processed in a way that it can be modified or sharpened. The process is concerned with performing operati"
503,How to Connect Python With MySQL DataBase? | GeeksforGeeks,8.1K views,3 years ago,Videos,"In this video, we're going to discuss how to connect Python With MySQL DataBase. Here we'll be doing the same using MySQL Connector in Python. The MySQL Connector module of Python is used to connect MySQL databases with the Python programs, it does that using the Python "
504,How to Change an App Icon in Flutter? | GeeksforGeeks,9.3K views,3 years ago,About,"In this video, we're going to discuss how to change the Default Icon of the Flutter Application in Android Studio. You would have known that when we create a Flutter Project, it comes with the default Flutter icon. In order to get the app published in stores like Google Play Store, Apple "
505,Numpy Tutorial for Beginners | Learn Python From Scratch | GeeksforGeeks Python,1.3K views,3 years ago,About,"You are just 8 lectures away from learning everything from Numpy from scratch to finish. Learn topics like how to sort an array, array slicing, automation using python and more in these free classes. Start watching right away and master the python programming language! "
506,Generating Word Cloud in Python | GeeksforGeeks,14K views,3 years ago,Videos,"In this video, we're going to discuss how to create a Word Cloud in Python. Word Cloud is a data visualization technique used for representing text data in which the size of each word indicates its frequency or importance. Significant textual data points can be highlighted using a word clo"
507,The Geek Song Ft. Gaurav Madaan | Happy Programmers' Day | GeeksforGeeks,2.6K views,3 years ago,X,"Who says Geeks don't have any fun? This Programmers' Day, we've got a present for you - The Geek Song! "
508,Create a Perfect Portfolio as a Content Writer | GeeksforGeeks,46K views,3 years ago,Videos,Start Your Journey With GeeksforGeeks: 
509,Ready to Become an Elite Geek? Last Day Left To Register | GeeksforGeeks Elite Batch,1.5K views,3 years ago,About,LAST DAY LEFT to register for the test: 
510,Image Resolution and PPI in Computer Graphics | GeeksforGeeks,3K views,3 years ago,Videos,"In this video, we're going to discuss Image Resolution and PPI (Pixels Per Inch) concepts in Computer Graphics. In the display screen, the number of horizontal and vertical pixels is called Resolution and the Image Resolution is specifically concerned with the total number of pixel"
511,How to Make a Floating Window Application in Android? | GeeksforGeeks,27K views,3 years ago,Videos,"In this video, we're going to discuss how to create a Floating Window Application in Android. Here, we are going to build an app that can minimize and maximize itself with just a button click. This feature can help users, in a lot of ways like if you are reading some pdf document with som"
512,"GeeksforGeeks Elite Batch | Learn, Intern and Earn with GeeksforGeeks |  Become an Elite Geek Today!",2.1K views,3 years ago,About,Register now for the test: 
513,Problem Of The Day | Daily Coding Problems | GeeksforGeeks,30K views,3 years ago,About,"You got a problem? No?
We do. For you. Everyday!
"
514,Walkthrough/Onboarding Screen in Android Studio | GeeksforGeeks,12K views,3 years ago,Videos,"In this video, we're going to discuss how to add an Onboarding Screen to our Android Application in the Android Studio to provide a better user experience to the user of the application. The Onboarding Screen can be understood as a virtual unboxing of an application. Whenever a u"
515,How to Resolve could not find or load main class Error in Java? | GeeksforGeeks,171K views,3 years ago,About,"In this video, we're going to discuss how to resolve the “could not find or load main class” error in Java. Whenever we write a Java program and compile it - we need to execute that compiled class file and while executing, if JVM (Java Virtual Machine) doesn't find the .class file with the sa"
516,Automate Google Search using Python Selenium | GeeksforGeeks,27K views,3 years ago,Videos,"In this video, we're going to discuss how to automate Google Search using Python. There are various ways to do this particular task - here, we'll be using Selenium (a browser automation tool). Selenium is basically a portable framework for testing web applications and it can automati"
517,How to Build Brick Breaker Game using Java? | GeeksforGeeks,30K views,3 years ago,About,"In this video, we're going to discuss how to create a Brick Breaker Game using Java. In the Brick Breaker Game, a player is required to break the wall of bricks by deflecting a bouncing ball with a paddle that can be moved horizontally by the player. We will be using NetBeans IDE to creat"
518,Introduction to Dynamic Programming | Free Live Classes | GeeksforGeeks C/CPP,2.2K views,3 years ago,About,We are back with yet another stream on our official GeeksforGeeks C/CPP channel! Get introduced to the world of Dynamic Programming and build up your skills to become a successful programmer. Free classes going on every Mon-Fri at 7 P.M. IST. 
519,Introduction to Compiler Design | GATE CSE Preparation | GeeksforGeeks,724 views,3 years ago,About,"GATE 2022 Registrations have already begun. And it's still not too late for you to start your preparation! Subscribe to our GATE channel today and practice with daily LIVE classes. 
"
520,Android Push Notification Using Firebase Cloud Messaging in Kotlin | GeeksforGeeks,112K views,3 years ago,Videos,"In this video, we're going to create a simple Android Application with the functionality of Push Notification using Firebase Cloud Messaging in Kotlin. The Firebase Cloud Messaging (FCM) is a real-time solution for sending notifications to client apps without any kind of charge. FCM c"
521,Theory Of Computation | GATE Computer Science Preparation 2022 | GeeksforGeeks,1.1K views,3 years ago,About,"Doesn't matter if you're preparing for the GATE examination the first, second or the n'th time, all you need now is strong focus, some dedication and the best-in-class resources to help you prepare. You bring the former two, and we are here to help you with the latter. Register for our newly l"
522,Flutter vs React Native | GeeksforGeeks,22K views,3 years ago,Videos,"In this video, we're going to discuss two frameworks, used for building native iOS and Android apps, that have exquisitely maintained and transcended into the top ranks for quite some time now, namely React Native and Flutter. As Flutter was released in 2017 by Google; React Native is "
523,How to Build a Weather App in Python? | GeeksforGeeks,24K views,3 years ago,Videos,"In this video, we're going to discuss how to create a Weather App in Python. The GUI app will tell us the current weather of a particular city along with temperature and other details. Here, we'll be using the Python Tkinter toolkit to create this application. Also, for this project, we will be re"
524,Learn React and Django | Become a Full-Stack Master | GeeksforGeeks,1.3K views,3 years ago,X,"Full-fill your dreams of getting a high paying job and becoming industry ready for the future.

Learn to create industry ready single page web-applications using React and Django and be"
525,Creating Chatting Application in Android Studio Using Kotlin | GeeksforGeeks,316K views,3 years ago,About,"In this video, we're going to discuss how to create a Chat Application in Android Studio using Kotlin. The application will consist of a Sign Up / Login Page and will allow you to chat with other users without any hassle. So, let's get started now. "
526,Blogathon 2021 - One Day To Go | Starting 25th August 2021,1.1K views,3 years ago,X,Start Writing - 
527,Time to become an Elite Geek | GeeksforGeeks Elite Batch | GeeksforGeeks,3K views,3 years ago,Videos,"Opportunities don't knock anymore, it's right here in front of you. Don't let it go!

A fresher seeking to step into the competitive world of programming needs a guiding light t"
528,How to Convert Any Website to Android App in Android Studio? | GeeksforGeeks,64K views,3 years ago,About,"In this video, we're going to discuss how to convert any Website to an Android Application in Android Studio. Here, we'll be using WebView along with adding a splash screen to our application and using the Navigation drawer so that different portals of our website can be used as frag"
529,Learn React and NodeJS | Become a Full- Stack Developer | GeeksforGeeks,2.6K views,3 years ago,X,"Full-fill your dreams of getting a high paying job and becoming industry ready for the future.

Learn to create industry ready single page web-applications using React and NodeJS and b"
530,Blogathon 2021 - Write From Home Contest By GeeksforGeeks | Starting 25-Aug-2021,2.5K views,3 years ago,About,For more details - 
531,Python vs R - Which One is Best For ML and Data Science? | GeeksforGeeks,3.9K views,3 years ago,About,"Python and R Language are both very useful, open-source programming languages and used extensively for Data Science & Machine Learning. Though to opt for the particular one among these two is not an easy-to-go task, especially for beginners. But to make things a bit convenient f"
532,Build a Simple Note Android App using MVVM and Room Database in Kotlin | GeeksforGeeks,52K views,3 years ago,About,"In this video, we're going to discuss how to create a simple Note Android Application using MVVM and Room Database in Kotlin. Here, we will be building a simple Notes Application in which we will be displaying the list of notes in RecyclerView which is added by the user. Along with that, w"
